,ad_c_direct_mail_id,ad_c_direct_mail_initiative_id,ad_c_direct_mail_mail_type,ad_c_direct_mail_carrier,ad_c_direct_mail_tracking_id,ad_c_direct_mail_sent_date,ad_c_direct_mail_delivered_date,ad_c_direct_mail_response,ad_c_direct_mail_updated_by,ad_c_direct_mail_updated_time,ad_c_direct_mail_created_by,ad_c_direct_mail_created_time
165,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
166,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
167,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
168,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
169,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
170,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
171,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
172,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
173,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
174,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
175,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
176,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
177,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
178,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
179,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
180,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
181,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
182,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
183,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
184,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
185,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
186,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
187,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
188,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
189,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
190,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
191,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
192,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
193,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
194,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
195,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
196,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
197,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
198,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
199,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
200,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
201,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
202,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
203,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
204,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
205,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
206,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
207,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
208,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
209,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
210,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
211,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
212,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
213,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
214,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
215,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
216,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
217,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
218,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
219,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
220,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
221,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
222,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
223,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
224,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
225,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
226,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
227,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
228,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
229,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
230,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
231,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
232,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
233,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
234,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
235,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
236,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
237,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
238,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
239,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
240,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
241,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
242,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
243,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
244,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
245,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
246,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
247,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
248,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
249,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
250,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
251,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
252,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
253,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
254,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
255,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
256,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
257,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
258,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
259,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
260,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
261,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
262,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
263,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
264,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
265,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
266,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
267,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
268,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
269,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
270,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
271,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
272,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
273,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
274,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
275,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
276,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
277,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
278,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
279,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
280,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
281,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
282,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
283,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
284,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
285,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
286,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
287,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
288,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
289,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
290,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
291,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
292,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
293,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
294,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
295,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
296,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
297,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
298,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
299,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
300,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
301,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
302,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
303,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
304,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
305,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
306,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
307,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
308,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
309,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
310,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
311,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
312,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
313,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
314,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
315,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
316,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
317,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
318,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
319,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
320,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
321,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
322,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
323,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
324,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
325,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
326,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
327,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
328,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
329,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
330,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
331,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
